message,is_flight_intent
 like information on flights from san francisco to boston on thursday morning,1
 philadelphia to san francisco,1
 may i have a listing of flights from long beach california to columbus ohio on wednesday,1
 show me the cheapest flight arriving in baltimore on june fourteenth starting from dallas,1
 find a flight from toronto to san diego with a layover in san francisco on air canada,1
 what's the next smallest plane after a turboprop,0
 show me what fare codes symbols stand for,0
 what sort of ground transportation is there in washington dc,0
 what flights from st. paul to kansas city on friday with breakfast served,1
 list all round trip fares from phoenix to washington,0
 what fare codes cover flights from philadelphia to san francisco,0
 all flights from boston to washington dc on november eleventh,1
 what ground transportation is available in dallas,0
 what am flights are available from pittsburgh to boston,1
 i need a flight from baltimore to seattle,1
 what does co mean,0
 i'd like to fly from boston to san francisco could you find me the cheapest fare,1
 i want to fly from milwaukee to orlando,1
 and what are the flights from nashville to tacoma on the eighteenth again,1
 show flights from pittsburgh into san francisco arriving after 12 noon,1
 what does y mean,0
 what is a flight that goes from baltimore to san francisco and arrives at san francisco at 8 pm on a friday,1
 please show me all the flights from boston,1
 ground transportation in denver,0
 show me the type of aircraft that cp uses,0
 information on round trip flights from pittsburgh to san francisco first class,1
 find travel arrangements for a round trip flight from boston to pittsburgh arriving after 8 pm,1
 show me the flights from boston to pittsburgh on wednesdays and thursdays,1
 does the philadelphia airport have a name,0
 find a flight from toronto to san diego with a layover in dc on delta airlines,1
 does american airlines fly from pittsburgh to atlanta,1
 american airlines from phoenix to milwaukee,1
 show me the cheapest one way fares from san diego to miami,0
 is there a flight tomorrow morning from columbus to nashville,1
 list daily flights from oakland to boston using united airlines,1
 atlanta to pittsburgh,1
 show me the flights that go from atlanta to washington on thursday mornings,1
 what is the earliest flight in the morning to arrive in baltimore from boston,1
 i would like a flight from philadelphia to san francisco but i would like to stop in dallas,1
 i need to take ten people from denver to san diego with a stopover in phoenix please give me the flights,1
 i'd like to fly from denver to pittsburgh to atlanta could you find me the cheapest way to do this,1
 are there any later flights than 810 pm leaving from milwaukee for tacoma tomorrow evening,1
 i want to fly from baltimore to philadelphia,1
 what is the latest flight from san francisco to boston,1
 i would like to fly from pittsburgh to atlanta on us air,1
 does american airlines fly to san francisco from atlanta,1
 show me the evening flights from baltimore to atlanta,1
 show me ground transportation in westchester county,0
 cheapest airfare from orlando to tacoma,0
 show me the flights from baltimore to boston,1
 newark to minneapolis on sunday,1
 flights from baltimore to philadelphia where the round trip fare is less than 1000 dollars,1
 show me round trip fares from pittsburgh to philadelphia,0
 can you please show me the flights from pittsburgh to boston on wednesday of next week that arrive before noon,1
 list the fares of midway airlines flights from boston to philadelphia,0
 find me the latest return flight from atlanta to boston on the same day,1
 i would like to fly from baltimore to san francisco on eastern airlines,1
 please list all flights between boston and philadelphia operating on sundays,1
 show me flights between new york city and las vegas,1
 what's the cheapest flight from baltimore to dallas on american,1
 does midwest express serve baltimore,1
 i'd like to know the ground travel available in fort worth,0
 i would like to fly from boston to baltimore please tell me what are the times of the flights,1
 show me all the cities that midwest express serves,0
 could you tell me the flights leaving pittsburgh around midnight for oakland,1
 what flights from tampa to cincinnati,1
 show me flights going from san francisco to pittsburgh first class on monday of leaving after 12 noon,1
 what does mco mean,0
 information on flights from boston to washington,1
 show me the ground transportation in the salt lake city airport,0
 all right do you have a flight from atlanta to boston,1
 please list all available flights from oakland california to philadelphia on wednesday,1
 please show me all airlines with sunday flights from philadelphia to denver,0
 please show me all the flights from denver to oakland that are nonstop,1
 i would like to know the types of ground transportation from the airport to las vegas,0
 i would like a to know the type of aircraft leaving from atlanta bound to boston on friday this week,0
 what is the cheapest one way fare from pittsburgh to atlanta traveling on tuesday august twentieth,0
 i'd like to see all flights from pittsburgh to philadelphia again,1
 i would like the first flight from dallas into houston on march first and the last flight from houston back to dallas on march first,1
 please show me flights available from pittsburgh to atlanta on a weekday,1
 show me the earliest flight from san jose to pittsburgh that serves a snack,1
 what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth,0
 what flights go from boston to pittsburgh after 1205 in the afternoon,1
 how many airlines fly from new york to los angeles by way of milwaukee,0
 what is fare code fn,0
 from washington to atlanta,1
 what is the earliest morning flight leaving boston for washington,1
 what flights are there from newark to seattle on saturday,1
 what flights are there between atlanta and denver,1
 what are the flights from pittsburgh to oakland,1
 i would like to travel from denver to pittsburgh,1
 all flights from pittsburgh to philadelphia,1
 looking for a flight from toronto to san diego,1
 do you have a flight from atlanta to baltimore nonstop on a boeing 757 arriving baltimore around 7 pm,1
 which airlines fly from boston to washington dc via other cities,0
 what is the cheapest fare between atlanta and san francisco,0
 please show me all round trip flights from new york to miami,1
 ground transportation from airport in boston to downtown boston,0
 find me the earliest boston departure and the latest atlanta return trip so that i can be on the ground the maximum amount of time in atlanta and return to boston on the same day,1
 what are the fares for flights serving a meal from boston to pittsburgh before noon on thursday,0
 list all the takeoffs and landings at general mitchell international,1
 i would like to fly from denver to pittsburgh on the cheapest flight possible,1
 show me the flights arriving on baltimore on june fourteenth,1
 list all flights going from boston to atlanta after 6 o'clock pm on wednesday,1
 show me all twa flights please,1
 show flights from memphis to las vegas,1
 what does code yn mean,0
 what flights are there on continental from seattle to chicago,1
 what is the cheapest one way flight from atlanta to boston,1
 show me the flights from boston to san francisco that arrive in the afternoon,1
 does midwest express serve montreal,1
 what is the cheapest fare between denver and boston,0
 i need to go to pittsburgh and denver,1
 now i want to see return flights from miami to new york,1
 us air flights departing from charlotte around 1 pm,1
 what's the earliest flight i can get between boston and dallas,1
 what is the thrift economy flight fare from washington to san francisco,0
 i would like information on ground transportation in atlanta from the airport to the city in the morning around 9 am,0
 show me all the flights from atlanta to baltimore on any airline on thursday,1
 may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday,1
 i am interested in booking an early morning flight from dallas into houston on february twenty second and returning late in the evening of february twenty second,1
 show me ground transportation for dallas,0
 list flights from cincinnati to san jose friday evening,1
 what airlines fly from boston to washington,0
 show me flights from boston to denver,1
 show me the airlines between boston and toronto,0
 show me morning flights from atlanta to philadelphia,1
 what are the cheapest flights from denver to pittsburgh that stop in atlanta,1
 how many cities are served by continental with first class flights,0
 show me the latest flight from san francisco to denver,1
 show me all flights from indianapolis to montreal,1
 what're the cheapest flights from new york to miami,1
 show me flights from denver to washington dc wednesday,1
 what are the flights from washington dc to denver,1
 show me all flights both direct and connecting to either san francisco or oakland from boston that arrive before 2 pm,1
 i'd like a flight from las vegas to detroit on monday,1
 baltimore to philadelphia wednesday,1
 can you list flights from boston to washington with the lowest one way fares that leave on saturday,1
 what flights go from san francisco to denver on mondays,1
 pittsburgh to denver,1
 leaving denver flying to san francisco before 10 am what type of aircraft is used,0
 what flights does delta have from dallas to denver after 5 o'clock,1
 do you have any direct flights from pittsburgh to atlanta,1
 list daily flights from denver to boston,1
 what are the flights from denver to pittsburgh,1
 which flights arrive in st. louis from st. paul on thursday morning,1
 how far from the airport in the dallas fort worth airport is dallas,0
 what flights are available friday from philadelphia to oakland,1
 show me the flights before 11 am on august second from boston to denver on delta,1
 flights from pittsburgh to baltimore between 10 am and 2 pm,1
 what are the flights from boston to san francisco,1
 what ground transportation is available from the pittsburgh airport to downtown and how much does it cost,0
 what afternoon flights are available from denver to san francisco on wednesdays,1
 list all flights going from boston to atlanta before 7 am on thursday,1
 does dl stand for delta,0
 show me the flights from boston to pittsburgh,1
 okay what flights are there us air from orlando to cleveland leaving in the afternoon,1
 on august thirtieth i would like a flight from denver to san francisco in the early am,1
 i want to see the cheapest flights from denver to atlanta,1
 what is the earliest flight you have leaving boston heading to philadelphia,1
 i live in washington and i would like to make a trip to san francisco can you tell me which airlines connect with those two cities,1
 flights from atlanta to san francisco august second,1
 i would like a flight from philadelphia to dallas that makes a stop in atlanta,1
 flights from newark to boston,1
 what flights go from boston to atlanta,1
 list all flights please from washington to san francisco,1
 i would like to see the flights available from pittsburgh to san francisco for monday,1
 what is the fare on the first flight from atlanta to denver on thursday morning,0
 please show me airlines with flights from denver to boston with stop in philadelphia,0
 how much does flight ua 270 from denver to philadelphia cost,0
 looking for a flight from cleveland to dallas,1
 i need a reservation from baltimore to san francisco,1
 flights from phoenix to las vegas,1
 how much is a round trip fare from nashville to seattle,0
 list all daily flights between boston and oakland using delta airlines,1
 how much is the ground transportation between atlanta and downtown,0
 show me flights leaving from baltimore to dallas,1
 what does yn stand for,0
 what's the capacity of a 733,0
 what kind of airplane goes from boston to san francisco before noon,0
 round trip fares from baltimore to philadelphia under 1000 dollars,0
 what is mco,0
 what are the afternoon flights from denver to san francisco,1
 what flights from newark to los angeles on wednesday,1
 show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way,1
 flights from montreal and phoenix to las vegas,1
 give me the latest northwest airlines flight from milwaukee to tacoma tomorrow,1
 what flights are available from boston to atlanta on july seventh 8 am,1
 please list the earliest lunch flight from columbus to phoenix,1
 do you have a flight from atlanta to boston,1
 show me the flights that go from san diego to newark with one stop in houston,1
 on monday show me flights from baltimore to dallas,1
 show me flights from washington to boston on friday,1
 show me the flights from boston to pittsburgh on wednesday,1
 show me the lowest price from dallas to baltimore,1
 ground transportation atl to atlanta,0
 how do you travel from san francisco airport to downtown san francisco,1
 show flights between denver and san francisco for september seventeenth,1
 what ground transportation is there in dallas,0
 show me the least expensive flight leaving miami on sunday after 12 o'clock noon and arriving cleveland,1
 i want to fly from philadelphia to dallas with a stop in atlanta on a breakfast flight,1
 i'm requesting flight information on a flight from denver to san francisco on wednesday,1
 what airlines have flights from boston to philadelphia that leave before 630 am,0
 show me the flights from dallas to atlanta,1
 please show me all one way first class flights from indianapolis to memphis,1
 please give ground transportation at denver airport,0
 i'd like a united airlines flight on wednesday from san francisco to boston,1
 which northwest and united flights go through denver before noon,1
 what is hp,0
 list all flights going from boston to atlanta before 7 o'clock am on thursday,1
 what is ground transportation between the san francisco airport and the city,0
 show me the flights from boston to atlanta,1
 what flights are there wednesday morning from atlanta to philadelphia,1
 show me the flights from all airports to love field,1
 flights from columbus to milwaukee,1
 give me a list of flights between pittsburgh and baltimore,1
 show me all ground transportation in washington dc,0
 i need information for flights leaving san francisco on thursday evening and returning to boston,1
 i need a flight from toronto to san diego with a layover in washington dc on air canada,1
 show me the latest flight on wednesday from atlanta to washington dc,1
 how far is the airport from downtown pittsburgh,0
 please give me flights from atlanta to boston on wednesday and thursday,1
 boston to denver monday,1
 yes i would like to find what flights are available from atlanta to boston on the morning of july seventh,1
 list all flights on united from san francisco to boston,1
 what flights do you have from newark new jersey to ontario california that connect in phoenix,1
 show me flights from baltimore to philadelphia,1
 what is the meaning of fare code qx and qw,0
 show me the daily flight schedule between boston and pittsburgh,1
 show me the flights from westchester county to cincinnati,1
 show me flights leaving from san francisco to denver on september thirtieth,1
 what airlines fly from toronto to san diego,0
 tell me the flights from dallas to baltimore,1
 pittsburgh to boston saturday,1
 what is the first flight from boston to stapleton airport for tomorrow,1
 what united airlines flights go through denver,1
 philadelphia to boston monday,1
 list the morning flights between atlanta and dallas,1
 i'm trying to fly from denver to boston and i want a flight that serves a meal,1
 what flights from milwaukee to san jose on wednesday on american airlines,1
 show me all the flights from burbank to denver,1
 show me the flights from cincinnati to denver,1
 flights from dc to denver,1
 show me the prices of all flights from atlanta to washington dc,0
 rental car in baltimore,0
 show me fares from baltimore to philadelphia,0
 i'd like to see the flights from atlanta to washington dc,1
 display all flights from pittsburgh to san francisco on august second,1
 what are the flights between pittsburgh and baltimore on august tenth,1
 i want to go from denver to oakland,1
 what time are the flights leaving from denver to pittsburgh on july seventh,1
 what's the cheapest one way flight from denver to pittsburgh,1
 show me the flights from dallas to baltimore,1
 show me the us air flights from atlanta to boston,1
 show me all flights from pittsburgh to san francisco,1
 show me a list of the flights from san francisco to boston,1
 show me the earliest flight from boston to san francisco,1
 what's the latest flight from san jose to houston,1
 what flights from miami to indianapolis,1
 which airlines fly between boston and pittsburgh,0
 flight from nashville to cleveland,1
 give me a flight from newark to tampa on friday,1
 does midwest express serve philadelphia,1
 show me the flights from denver to san francisco,1
 i would like a flight from washington to boston flight 324 on august twentieth,1
 show me the nonstop flights from dallas to houston,1
 what is the least expensive business class flight between boston and san francisco,1
 is there a flight between philadelphia and denver that leaves philadelphia around 2 o'clock in the afternoon,1
 list the flights from dallas to baltimore,1
 show me the costs and times for flights from san francisco to atlanta,1
 show me the flights from denver to atlanta on friday,1
 what does the fare code y mean,0
 i would like to see the flights from denver to philadelphia,1
 is there an atlanta flight to denver connecting,1
 what is the last flight out of pittsburgh to boston in the evening on tuesdays,1
 what are all monday flights from denver to san francisco on united airlines,1
 show all flights from pittsburgh to san francisco on july twenty eighth 1991,1
 i would like information on any flights from san francisco to pittsburgh arriving in pittsburgh before 8 am tuesday morning,1
 i would like to see the flights from denver to philadelphia,1
 which airline has the most business class flights,0
 find travel arrangements for a round trip flight from dallas to pittsburgh after 8 pm,1
 does united airlines fly from denver to baltimore,1
 can you show me the flights from baltimore to dallas,1
 show me all the delta flights leaving or arriving at pittsburgh between 12 and 4 in the afternoon,1
 what airline besides continental flies between boston and denver,0
 show me all flights direct and connecting from boston to pittsburgh that arrive in pittsburgh before 10 am,1
 is there any flight leaving washington around 3 o'clock for denver,1
 i would like a schedule of flights from denver to san francisco on tuesday,1
 can i rent a car in san jose too,0
 list the flights from st. paul to san jose and from st. paul to houston,1
 what's the earliest flight from dallas to houston,1
 i would like information on flights from philadelphia to oakland california on friday afternoon,1
 what type of aircraft is used on the flight from atlanta to philadelphia before 12 o'clock noon,0
 what airline is dl,0
 show me all flights from san francisco to boston philadelphia or baltimore,1
 what are the early weekday flights from san francisco to pittsburgh,1
 atlanta to oakland thursday,1
 i want a flight from ontario to chicago,1
 list all flights from minneapolis to long beach on saturday,1
 i want to fly from boston to denver with a stop in philadelphia,1
 i need a list of late afternoon flights from st. louis to chicago,1
 what flights go from boston to orlando,1
 list all flights going from boston to atlanta on wednesday after 6 o'clock pm on wednesday,1
 what flights does delta have from denver to dallas after 5,1
 i'd like to go from boston to san francisco,1
 show me flights to philadelphia coming from baltimore or denver or pittsburgh,1
 show me all the flights from san francisco to boston for august thirty first 1991,1
 what flights go from chicago to seattle on saturday on continental airlines,1
 price of flight from cleveland to nashville,0
 what flights depart newark for tampa on friday,1
 what is your cheapest flight from pittsburgh to denver,1
 on september fourth i'll be traveling from pittsburgh to atlanta can you tell me what flight would be the cheapest,1
 list all the arriving flights at general mitchell international,1
 show me all economy prices from dallas to baltimore,0
 tell me about ground transportation between orlando international and orlando,0
 what type of ground transportation is available at logan airport,0
 name the earliest flight from boston to san francisco,1
 weekday flights from san francisco to denver,1
 give me the cheapest one way flights between boston and philadelphia which arrive after noon on a tuesday,1
 show me the flights from boston to pittsburgh next wednesday night after 6 o'clock,1
 show me all flights from philadelphia to baltimore,1
 show me all flights from boston to denver which arrive in denver wednesday before 6,1
 i would like a flight that leaves on friday from philadelphia to dallas that makes a stop in atlanta,1
 phoenix to newark on wednesday,1
 ground transportation for st. paul,0
 is there a flight from atlanta to san francisco on november seventh at noon,1
 find me the earliest flight from boston to atlanta and the latest return from atlanta to boston within the same day,1
 what is fare code h,0
 what is the meaning of meal code s,0
 what does the fare code qx mean,0
 how many fares are there one way from tacoma to montreal,0
 does continental airlines fly from pittsburgh to atlanta,1
 all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,1
 what type of aircraft leaving philadelphia to dallas,0
 what flights are available on sunday to pittsburgh from san francisco,1
 are there delta flights leaving denver,1
 please list ground transportation in atlanta,0
 what ground transportation is available in san francisco,0
 show me all the direct flights from baltimore to atlanta,1
 i would like to fly from pittsburgh to san francisco,1
 i'm looking for a flight from pittsburgh to san francisco,1
 list all flights on continental leaving denver,1
 i would like to fly from atlanta to boston arriving in boston at 5 pm,1
 do you have a flight from boston to fort worth,1
 show me the united airlines flights from denver to baltimore leaving on june fourteenth,1
 show me flights from san francisco to seattle,1
 what flights are there between washington dc and san francisco after 6 pm on wednesday,1
 find the flights that leave philadelphia and arrive in dallas by noon,1
 information on flights from baltimore to philadelphia,1
 what is restriction ap 57,0
 i need your help with information on ground transportation from the airport in philadelphia to downtown,0
 list flights leaving denver and arriving in orlando on saturday departing after 12 pm,1
 please list all flights between boston and san francisco nonstop,1
 the most expensive flight between boston and philadelphia,1
 does midwest express have any flights from montreal to detroit,1
 list all flights from denver to philadelphia,1
 find travel arrangements for a one way flight from san francisco to dallas,1
 what is fare code c,0
 flight from ontario to orlando that departs 9 hours before arriving,1
 american flights to houston from cincinnati,1
 show me one way flights from milwaukee to orlando,1
 i want the flights from denver to pittsburgh,1
 in the month of december are there any flights from atlanta to denver that stop in boston,1
 what is the available ground transportation between san francisco and downtown,0
 from atlanta to washington dc,1
 i need a flight from indianapolis to houston on twa,1
 flights from ontario to florida,1
 okay i've got somebody else who wants to take a round trip ticket from charlotte to montreal,0
 flight from cleveland to nashville,1
 how can i get from the denver airport to downtown,1
 what airline uses the code hp,0
 please show me airlines with round trip flights from boston to denver stop philadelphia,0
 show me the flights from baltimore to pittsburgh,1
 which airlines have flights between charlotte and newark,0
 is there an airport limousine at the atlanta airport,0
 give me the flights from denver to baltimore on united airlines,1
 show me flights monday night after 8 pm for dallas to boston,1
 what is the ground transportation available in boston,0
 is there a flight on eastern airlines from boston to denver,1
 show me morning flights from toronto,1
 what is the airfare from pittsburgh to atlanta,0
 list flights from pittsburgh to baltimore,1
 i want to fly dallas to san francisco on monday july eighth,1
 phoenix to denver,1
 i am interested in booking an early flight from dallas into houston and returning in the late evening,1
 show me the flights from dallas to baltimore at economy level,1
 what airlines leave from washington,0
 list the number of flights arriving in dallas fort worth from boston before noon,1
 i need to fly from dallas to san francisco and be in san francisco by 4 pm,1
 show me the cities served by canadian airlines international,0
 please list the cheapest flights from dallas to baltimore arriving on may seventh,1
 what flights are there from pittsburgh to dallas on wednesday morning,1
 how many flights does american airlines have with a class of service code f,0
 show flights first class on american airlines between dallas and philadelphia,1
 on november twenty third what flights go from atlanta to denver on delta airlines,1
 explain the fare code q,0
 i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm,1
 how many flights does twa have with business class,0
 show me the flights leaving from atlanta for washington dc on thursday morning,1
 how many cities are served by eastern with first class flights,0
 show me the flights from baltimore to oakland,1
 how many cities are served by american airline with first class flights,0
 what are the rental car rates in dallas,0
 how much will it cost taking coach from orlando to indianapolis on december twenty ninth flying us air 311,0
 what is the ground transportation available in fort worth,0
 find a flight from long beach to st. louis stopping in dallas,1
 what is mia,0
 what about the flights from boston to la,1
 ground transportation baltimore,0
 i'd like to find a flight between dallas and philadelphia,1
 instead of denver can i have the same flight from toronto to san diego but stopping in dallas fort worth,1
 what are the flights from orlando to cleveland on us air that arrive around 10 pm,1
 again i will repeat i want to make a one way flight from boston to atlanta will you tell me how much the fares are i would like the cheapest fare,1
 round trip fares from baltimore to philadelphia under 1000 dollars,0
 i'd like to see flights from baltimore to atlanta that arrive before noon,1
 is there a united flight from baltimore to san francisco on the morning of august twenty seventh,1
 what is the abbreviation for canadian airlines international,0
 what flights leave pittsburgh after 5 pm on thursday and arrive in los angeles,1
 i'd like a flight tomorrow from san diego to toronto,1
 what airlines fly into salt lake city,0
 i need a flight from boston to denver,1
 requesting flight information for flight from boston to baltimore on tuesday,1
 show me flights from atlanta to washington please,1
 what flights from washington dc to toronto,1
 what about a flight from boston to san francisco stopping in denver,1
 show me the flights from san diego to newark new jersey,1
 show me the cheapest fare from baltimore to dallas,0
 show me flights from dallas to pittsburgh,1
 what are the cheapest fares for flights from newark to la leaving wednesday after 3 pm,0
 do you have a 747 that flies from san francisco to baltimore,1
 show me all flights from montreal,1
 list types of planes that fly between pittsburgh and baltimore,0
 are there any flights between philadelphia and denver,1
 train to newark,0
 what flights from atlanta to toronto,1
 list the earliest flights from st. paul to houston,1
 i'd like to fly from boston to san francisco,1
 show me some information on making a reservation from philadelphia to denver on sunday,1
 list all united flights from boston to san francisco with fare code qx,1
 leave flight from boston to atlanta leave boston approximately 1 pm,1
 i'd like the cheapest one way fare from boston to atlanta please,0
 give me flights that arrive in baltimore from denver,1
 when does continental fly from philadelphia to denver on sundays,1
 what flights from philadelphia to atlanta,1
 what does dfw mean,0
 what time are the flights from baltimore to san francisco,1
 what flights are available tomorrow from denver to philadelphia,1
 what is sa,0
 show me the flights from dallas to atlanta,1
 show me all flights from denver to san francisco next wednesday which leave after noon,1
 i would like flights between boston and atlanta on july eleven departing at one in the afternoon,1
 list all flights leaving denver on continental on sunday,1
 show me flights from baltimore to philadelphia,1
 show me flights from denver to philadelphia,1
 is there ground transportation from the boston airport to downtown boston,0
 what are your flights from denver to baltimore,1
 please list all flights leaving on thursday morning from new york city to toronto,1
 please list the cheapest flight from dallas to baltimore arriving on may seventh,1
 please list the flights taking off and landing on general mitchell international airport,1
 i need a flight from denver to pittsburgh on july seventh that leaves in the afternoon,1
 i'm traveling from boston to atlanta and i'd like to go sometime after 5 pm but i want to know what kind of airplane it's on,0
 show me the flights from philadelphia to baltimore in the morning,1
 show me the cheapest flights from san francisco to boston,1
 show me ground transportation information for dallas fort worth,0
 could you tell me if delta flight 296 serves breakfast,1
 what price is a limousine service to new york's la guardia,0
 please list the flights from phoenix to san diego,1
 what flights leave la guardia for san jose and arrive 10 pm,1
 what is the seating capacity for the f28,0
 i need fare information from denver to pittsburgh,0
 please show me airlines with flights from boston to denver,0
 what flights are available from pittsburgh to boston on wednesday of next week,1
 can you show me the economy fare flights from baltimore to dallas,0
 information on first class round trip from pittsburgh to san francisco,1
 i would like to see the economy fares for pittsburgh to philadelphia,0
 what are the flights from las vegas to burbank on saturday may twenty two,1
 list all flights on continental from denver to chicago which depart after 934 pm,1
 show me flights denver to washington on wednesday,1
 list all flights from boston to san francisco with more than 3 stops,1
 what is the cost of united airlines flight 415 from chicago to kansas city thursday night,0
 please give me the flight times the morning on united airlines for september twentieth from philadelphia to san francisco,1
 continental airlines on saturday from chicago to seattle,1
 i would like a flight from boston to san francisco on august seventeenth,1
 what flights from kansas city to chicago next wednesday arrive at chicago at about 7 pm,1
 give me a flight from philadelphia to denver on sunday,1
 all flights from sfo to long beach,1
 show me flights from pittsburgh to los angeles thursday evening,1
 looking for a flight to salt lake city,1
 please list all flights from philadelphia to boston,1
 what is the earliest breakfast flight from philadelphia to fort worth,1
 what is the aircraft type with the greatest seating capacity,0
 i would like to know what type of aircraft will be used on the morning of july seventh from atlanta to boston,0
 show me all the flights from denver to las vegas,1
 list all nonstop flights on tuesday before noon from charlotte to baltimore,1
 flying from pittsburgh to philadelphia on us air,1
 i want a flight that leaves thursday around 7 pm from chicago to kansas city,1
 what type of airplane is an m80,0
 show me the flights from baltimore to atlanta,1
 also show me all flights from oakland to denver,1
 what's the schedule of flights from atlanta to boston on august first,1
 give me a list of the morning flights from atlanta to boston,1
 please list the flights from denver to phoenix,1
 show me prices and times for first class travel from baltimore to dallas next summer,0
 show the flights from milwaukee to orlando on a thursday morning,1
 show me flights between memphis and las vegas on sunday,1
 what are the cost of morning flights from atlanta to baltimore,0
 what airlines are there,0
 what flights leave san francisco on monday night and arrive at atlanta later in the evening,1
 show me the last flight from denver to boston,1
 can you tell me the afternoon nonstop flights departing from atlanta to boston,1
 show me one way flights from tampa to st. louis departing before 10 am,1
 show me the first class flights from denver to baltimore,1
 what flights go from denver to san francisco,1
 what is the coach economy class night service from boston to san francisco,1
 which flights go from philadelphia to san francisco,1
 what are the flights for united airlines on september twentieth in the morning,1
 i want a flight on twa from boston to san francisco,1
 please show me flights from philadelphia to baltimore between 10 am and 2 pm,1
 also show me the first flight from atlanta to denver on a thursday,1
 what is the earliest flight that i can get from bwi to boston logan,1
 now i need a flight from detroit to san diego leaving tuesday evening,1
 is breakfast served on flight ua 343 from boston to denver coach class,1
 list the cheapest flight from charlotte to memphis,1
 can you list the latest flights from oakland to salt lake city on wednesday,1
 i want a flight on continental from boston to san francisco,1
 i'd like to go from boston to san francisco stopping in pittsburgh,1
 find the earliest breakfast flight from boston to oakland,1
 what is the total schedule for delta's flights to all airports,1
 what is the cheapest flight flying from boston to atlanta before 8,1
 show me the earliest flight on thursday from atlanta to washington,1
 what is the most expensive flight from dallas to baltimore,1
 is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm,1
 what is the earliest flight from boston to washington,1
 what are the coach fares for flights from charlotte to newark tuesday evening,0
 what is the name of the airport at denver,0
 what's the cheapest flight from atlanta to baltimore,1
 give me flights that arrive in baltimore from atlanta,1
 flight from dallas to oakland california on monday,1
 how expensive is the san francisco limousine service,0
 i would like a flight from baltimore to san francisco on twa with a stop in denver,1
 i would like the cheapest one way fare from dallas to denver,0
 list the flights between san jose and houston,1
 what flights from kansas city to denver,1
 show me fares from dallas to baltimore that cost less than 300 dollars,0
 how much does flight ua 281 from boston to denver cost,0
 show me flights from atlanta to baltimore,1
 what does lax stand for,0
 list flights from san jose to houston next sunday,1
 show me the least expensive flight from miami to new york on a sunday with first class fare,1
 ground transportation in las vegas,0
 i want to fly boston to san francisco,1
 show me flights from san francisco to denver,1
 what is the earliest flight from boston to denver,1
 i would like an early morning flight from chicago into seattle on continental airlines,1
 give me a flight from tampa to charlotte on sunday,1
 what does nw stand for,0
 show me the flights from boston to pittsburgh on wednesday or thursday,1
 i need to fly from pittsburgh to oakland and depart in the afternoon,1
 i want a flight from atlanta to washington that leaves after 3 pm,1
 i need information on flights leaving dallas arriving in boston leaving dallas early in the morning,1
 list flights between oakland and san francisco,1
 show me the one way flights from detroit to westchester county,1
 flight between st. petersburg and charlotte,1
 show me all flights that arrive in philadelphia from baltimore denver or pittsburgh,1
 i need information on ground transportation from the airport in atlanta,0
 show me flights from anywhere to philadelphia arriving after 2100,1
 show me the flights from boston to philadelphia,1
 i would like the time your earliest flight from washington to philadelphia,1
 flights from oakland to san francisco on january twenty first 1992,1
 what are the cheapest one way flights from atlanta to pittsburgh,1
 show me all the flights that arrive in baltimore in the evening,1
 what are the flights from boston to denver on tuesday october fifteenth,1
 what does fare code y mean,0
 i want to fly from boston to san francisco,1
 i would like a nonstop flight from new york to las vegas on march second,1
 what is the cost of limousine service in philadelphia,0
 i need a flight from newark to los angeles leaving tomorrow evening,1
 i'd like to fly round trip from boston to pittsburgh,1
 show me all the flights that go from baltimore to seattle,1
 i'd like the first flight in the morning from boston to washington,1
 how far is it from salt lake city airport to salt lake city,0
 what is airline nw,0
 what is dl,0
 show me all flights from atlanta to denver which leave after 5 o'clock pm the day after tomorrow,1
 can you show me the price of a flight to washington from atlanta on thursday morning,0
 please show me the return flights from miami to new york,1
 what is the first flight arriving in montreal from toronto friday,1
 what is the least expensive one way fare between philadelphia and boston,0
 what are the flights from baltimore to dallas on sunday night,1
 may i have a listing of flights from minneapolis to long beach california on tuesday,1
 what flights from st. paul to kansas city on friday with lunch served,1
 i would like to fly to san francisco from washington dc,1
 i need a flight from long beach to st. louis stopping in dallas the flight should also serve lunch,1
 how long does it take to get from denver to oakland,0
 what is the fare from atlanta to boston on coach one way,0
 show me all flights from san francisco to boston philadelphia or baltimore,1
 which flights leaving baltimore to dallas on monday afternoon have economic class,1
 list flights from atlanta to boston on wednesday afternoon and thursday morning,1
 what is the smallest aircraft available to fly on from pittsburgh to baltimore,0
 what airline is ea,0
 what is the last flight from dallas to boston in the evening,1
 i would like information on a flight between washington and san francisco with a stopover in dallas,1
 what is fare code f,0
 show me the flights arriving at love field from other airports,1
 i need a flight from logan to atlanta this afternoon,1
 flights that go from oakland to philadelphia on friday,1
 what is the distance from san francisco international airport to san francisco,0
 tell me about flights leaving from atlanta and going to charlotte north carolina next monday i need to know about flights that arrive in charlotte between 415 and 530 pm,1
 i'd like to fly between boston and san francisco,1
 what flights from atlanta to toronto,1
 i'd like to go from boston to san francisco with a stop in dallas,1
 show me all flights from san diego to miami with a stop in denver,1
